Tijdstempel;What programme are you in?;Have you taken a course on machine learning?;Have you taken a course on information retrieval?;Have you taken a course on statistics?;Have you taken a course on databases?;What is your gender?;I have used ChatGPT to help me with some of my study assignments ;When is your birthday (date)?;How many students do you estimate there are in the room?;Did you stand up to come to your previous answer    ?;What is your stress level (0-100)?;How many hours per week do you do sports (in whole hours)? ;Give a random number;Time you went to bed Yesterday;What makes a good day for you?
4-4-2023 12:11:21;business analytics;True;unknown;mu;ja;Other;1.0;1999-06-20;200.0;0.0;30.0;3.0;6.0;;Sleeping well enough credits
4-4-2023 12:11:21;master's cs;True;0;mu;ja;Male;0.0;;250.0;0.0;85.0;5.0;420.0;23:50:00;Avocado Toast winning at chess
4-4-2023 12:11:21;master business analytics;True;1;mu;ja;Female;1.0;2001-10-10;350.0;0.0;60.0;2.0;55.0;23:30:00;Sunshine Good food
4-4-2023 12:11:21;ba;True;unknown;mu;ja;Female;1.0;1999-08-18;250.0;0.0;73.0;0.0;73.0;;Wake up feeling rested Hugs
4-4-2023 12:11:21;Artificial Intelligence;False;0;mu;ja;Female;1.0;2000-06-29;200.0;0.0;5.0;8.0;1.0;23:30:00;Cold dip in open water Pizza
4-4-2023 12:11:22;bioinformatics;True;0;sigma;nee;Male;1.0;1999-11-09;230.0;0.0;5.0;0.0;333.0;;Free time to do whatever I want! Nice food and good stuff to watch 
4-4-2023 12:11:22;econometrics;False;0;mu;nee;Male;1.0;2000-11-18;250.0;0.0;25.0;4.0;18364.0;22:30:00;Time off Outside
4-4-2023 12:11:22;ba;True;0;mu;ja;Male;1.0;1999-09-21;300.0;0.0;5.0;10.0;46372726.0;23:00:00;Fun activities Good weather
4-4-2023 12:11:22;Artificial Intelligence;True;0;mu;ja;Other;;1900-01-01;800.0;0.0;100.0;8.0;7.263619183726118e+29;;Getting paid Eating
4-4-2023 12:11:23;computer science;False;0;unknown;ja;Other;;1990-11-20;400.0;1.0;50.0;8.0;;;weather food
4-4-2023 12:11:23;hyperbolic time chamber;False;0;mu;nee;Male;1.0;;;0.0;;21.0;99.0;;When people gimme foody Going SSJ
4-4-2023 12:11:23;ai;False;0;mu;nee;Other;;1995-04-23;266.0;0.0;11.0;10.0;237948422.0;01:00:00;Sex Sports
4-4-2023 12:11:24;econometrics and data science;False;0;mu;ja;Male;0.0;1999-12-08;380.0;0.0;40.0;4.0;17.0;00:00:00;Getting things done Good weather
4-4-2023 12:11:24;data science & econometrics;False;0;mu;nee;Male;0.0;;400.0;0.0;5.0;10.0;5.0;23:50:00;Going to the gym Having a sufficient amount of sleep
4-4-2023 12:11:24;bioinformatics and systems biology;True;0;mu;nee;Male;1.0;;643.0;0.0;69.0;7.0;69.0;01:00:00;Sun Not being in the Netherlands
4-4-2023 12:11:25;Artificial Intelligence;True;1;mu;ja;Male;;1999-12-03;581.0;0.0;39.0;1.0;13.0;02:01:00;Food Productivity
4-4-2023 12:11:25;ai;True;1;mu;ja;Female;;1999-08-24;250.0;0.0;50.0;2.0;24.0;00:40:00;Good weather Hanging out with friends 
4-4-2023 12:11:25;ai;True;unknown;mu;ja;Female;0.0;2001-09-14;458.0;0.0;68.0;6.0;17.0;;sunshine books
4-4-2023 12:11:26;ba;True;0;mu;nee;Female;1.0;2000-05-19;588.0;0.0;80.0;1.0;8.0;22:00:00;Weather Friends 
4-4-2023 12:11:26;econometrics;False;1;mu;nee;Female;1.0;;400.0;0.0;70.0;5.0;119.0;01:30:00;Sun shining Good food
4-4-2023 12:11:26;bioinformatics and systems biology;True;unknown;sigma;ja;Female;1.0;1998-09-20;400.0;0.0;70.0;2.0;45.0;;Spending time with someone I love Good food
4-4-2023 12:11:26;Artificial Intelligence;True;0;mu;nee;Female;0.0;1996-10-28;410.0;0.0;40.0;0.0;9.0;;Feeling energetic Not worrying
4-4-2023 12:11:26;cs;True;1;mu;ja;Female;1.0;2000-11-25;300.0;0.0;100.0;0.0;886.0;01:50:00;good weather interesting data mining course
4-4-2023 12:11:27;ai;True;1;mu;ja;Female;1.0;1998-05-05;418.0;0.0;18.0;3.0;68.0;22:00:00;Sunny weather Being well-rested
4-4-2023 12:11:27;finance and technology;True;0;mu;nee;Male;1.0;1999-05-11;325.0;0.0;31.0;4.0;99.0;23:30:00;Sun Money
4-4-2023 12:11:27;master business analytics;True;0;mu;nee;Female;0.0;1999-01-06;500.0;0.0;98.0;3.0;6.0;;Eating yummy food!  Playing fun games! 
4-4-2023 12:11:28;computational science;True;unknown;mu;ja;Female;1.0;1999-08-23;400.0;0.0;80.0;4.0;3.0;23:45:00;Got a lot done Beer with friends
4-4-2023 12:11:28;computer science;False;0;sigma;nee;Male;1.0;1998-05-02;339.0;0.0;80.0;2.0;69420.0;;Sunlight Being with friends
4-4-2023 12:11:28;business analytics;True;0;mu;ja;Female;1.0;;500.0;0.0;60.0;3.0;4.0;01:00:00;warm weather good diner
4-4-2023 12:11:28;bioinformatics;False;1;mu;nee;Male;;2000-06-13;300.0;0.0;10.0;4.0;72.0;01:00:00;Friends Activity
4-4-2023 12:11:28;cs;True;1;mu;ja;Male;1.0;1998-04-17;520.0;0.0;20.0;5.0;17.0;01:30:00;Good sleep Excersise 
4-4-2023 12:11:29;bioinformatics;True;0;mu;nee;Male;1.0;1997-06-11;400.0;0.0;30.0;6.0;27.0;02:00:00;Having a good day of work Sport
4-4-2023 12:11:29;external phd student;False;0;mu;ja;Female;0.0;1999-04-15;473.0;0.0;15.0;4.0;8.0;23:00:00;Sun Day off
4-4-2023 12:11:30;computational science;False;1;mu;unknown;Female;1.0;2000-02-21;600.0;0.0;30.0;2.0;2.0;01:00:00;No stress Winning League of Legends
4-4-2023 12:11:30;cs;False;1;sigma;ja;Female;1.0;;250.0;1.0;99.0;2.0;3.0;;good sleep sunshine
4-4-2023 12:11:30;cs;True;1;sigma;ja;Male;0.0;2001-09-09;300.0;0.0;30.0;6.0;69.0;01:00:00;Free schedule Good weather
4-4-2023 12:11:30;bioinformatics and systems biology;True;0;sigma;nee;Female;1.0;2000-09-10;500.0;0.0;33.0;2.0;37.0;00:40:00;NO DDL cozy environment
4-4-2023 12:11:30;cls;False;1;mu;nee;Male;1.0;1993-01-01;400.0;0.0;30.0;4.0;5.829481649194747e+152;23:30:00;Sports Beer
4-4-2023 12:11:32;msc bioinformatics and system biology;True;0;sigma;nee;Female;0.0;2000-06-20;400.0;0.0;70.0;4.0;98.0;01:30:00;nice weather  seeing my friends 
4-4-2023 12:11:33;econometrics & operations research;False;0;mu;nee;Female;0.0;2001-07-07;500.0;0.0;60.0;4.0;7.0;;Sunshine Going out with friends
4-4-2023 12:11:33;computer science;False;0;mu;ja;Male;1.0;;420.0;0.0;20.0;9.0;7.0;00:00:00;☕ good weather 
4-4-2023 12:11:33;bionformatics;True;0;sigma;nee;Male;1.0;1999-04-02;332.0;0.0;10.0;3.0;14.0;00:30:00;Good food Productivity
4-4-2023 12:11:33;ai;False;0;mu;ja;Male;1.0;1995-11-03;140.0;0.0;99.9;3.0;69.0;01:00:00;Coffee More coffee
4-4-2023 12:11:33;ai;False;0;mu;nee;Male;0.0;;500.0;0.0;30.0;1.0;73.0;23:00:00;Sunlight Good music
4-4-2023 12:11:34;computer science master;True;1;mu;ja;Male;1.0;1999-02-23;250.0;0.0;30.0;6.0;69.0;00:30:00;No lectures  Nice weather 
4-4-2023 12:11:34;computer science;True;1;sigma;ja;Female;1.0;;350.0;;60.0;2.0;101.0;03:00:00;no deadlines good weather
4-4-2023 12:11:34;business analytics;True;unknown;mu;ja;Male;1.0;1997-09-19;150.0;1.0;60.0;6.0;9.0;02:00:00;The weather  Drinking coffee 
4-4-2023 12:11:34;bioinformatics;True;0;mu;ja;Female;;;183.0;0.0;;;4579.0;;Seeing friends Doing something fun
4-4-2023 12:11:35;ba;True;1;mu;ja;Female;1.0;2001-04-01;450.0;0.0;60.0;5.0;11.0;23:30:00;Good weather Fun things to do
4-4-2023 12:11:36;economics and business economics(premaster econometrics);False;0;mu;nee;Male;1.0;1999-09-15;90.0;0.0;70.0;4.0;8798.0;01:00:00;Finishing an exam Being efficient
4-4-2023 12:11:36;ai;False;unknown;mu;ja;Female;;1997-11-12;509.0;0.0;50.0;3.0;76.0;23:00:00;Sun  Good food
4-4-2023 12:11:37;Artificial Intelligence;True;unknown;mu;ja;Male;1.0;;290.0;0.0;1.0;10.0;56784.0;00:00:00;Happyness Sun
4-4-2023 12:11:37;ba;True;1;mu;ja;Male;1.0;2000-05-09;350.0;0.0;20.0;8.0;9.0;02:00:00;Sun Late wakeup 
4-4-2023 12:11:37;Artificial Intelligence;True;0;mu;ja;Female;1.0;2000-11-27;600.0;0.0;50.0;8.0;123008483.0;;sun sports
4-4-2023 12:11:37;Artificial Intelligence;True;1;mu;ja;Male;;1999-12-30;557.0;0.0;;;1.9191919191919193e+46;00:00:00;Seeing my friends  The day after an assignment/exam
4-4-2023 12:11:38;computational science;True;0;unknown;nee;Female;;1998-10-12;300.0;0.0;;2.0;5.0;;Nice food  Coffee
4-4-2023 12:11:38;ba;True;unknown;mu;ja;Male;1.0;2000-05-29;350.0;0.0;25.0;7.0;15.0;01:00:00;Good weather  Fun activities planned 
4-4-2023 12:11:38;cs + ai;True;1;mu;ja;Male;1.0;;350.0;0.0;0.0;;;;wake up sunny
4-4-2023 12:11:39;ai, uva;True;1;mu;ja;Male;1.0;2001-03-01;275.0;0.0;69.0;8.0;420.0;;gym good food
4-4-2023 12:11:39;ai;True;1;mu;ja;Female;1.0;1999-11-19;298.0;;0.0;7.0;1.0362750263016474e+27;23:00:00;Playing sports Sleeping well
4-4-2023 12:11:39;econometrics;True;1;mu;nee;Male;1.0;2002-02-20;400.0;0.0;20.0;5.0;37.0;00:30:00;Pancakes  Sport
4-4-2023 12:11:40;msc bioinformatics and systems biology;True;0;mu;nee;Female;1.0;2001-01-16;387.0;0.0;15.0;4.0;16.0;01:00:00;A sunny day A day spent with friends
4-4-2023 12:11:40;ba;True;1;mu;ja;Male;1.0;;386.0;0.0;2.0;10.0;4.0;03:00:00;Arsenal wins Having fun
4-4-2023 12:11:41;Artificial Intelligence;True;1;mu;ja;Female;0.0;2000-04-06;200.0;0.0;70.0;6.0;9.0;11:30:00;Sleeping Eating
4-4-2023 12:11:41;master econometrics and operations research;False;0;mu;nee;Female;0.0;;150.0;0.0;70.0;2.0;7.0;01:00:00;Getting up on time  Not crossing paths with rude people 
4-4-2023 12:11:43;ai;False;0;mu;nee;Male;1.0;1996-06-02;600.0;0.0;20.0;1.0;666.0;00:20:00;Sun, love and beer Work
4-4-2023 12:11:43;business analytics;True;unknown;mu;ja;Female;0.0;;228.0;0.0;0.0;20.0;3.0;;Fun Sun
4-4-2023 12:11:43;Artificial Intelligence;True;1;mu;ja;Female;0.0;1998-04-08;280.0;0.0;65.0;1.0;4.0;22:00:00;Sunshine Good food
4-4-2023 12:11:44;stochastics and financial mathematics;True;0;mu;ja;Male;0.0;;400.0;0.0;80.0;5.0;94.0;;Challenge accepted Challenge completed
4-4-2023 12:11:44;computer science;False;0;unknown;ja;Female;1.0;1999-01-01;260.0;1.0;88.0;0.0;77.0;02:00:00;sunshine nice feeling about myself
4-4-2023 12:11:44;ba;True;unknown;mu;ja;Female;1.0;1998-03-29;326.0;1.0;80.0;10.0;3.0;23:30:00;Sunshine  Joking 
4-4-2023 12:11:45;_i study bioinformatics @@#$*;True;0;sigma;ja;Other;;;230.0;;;3.0;;;It being my birthday Goud gele rakker 
4-4-2023 12:11:46;Artificial Intelligence;False;0;mu;nee;Male;1.0;;280.0;0.0;50.0;8.0;16533333.0;00:30:00;Sunshine Productivity
4-4-2023 12:11:47;econometrics;False;0;mu;nee;Male;1.0;1997-08-18;550.0;0.0;7.0;4.0;82.0;;Nice movie Having a walk
4-4-2023 12:11:47;business analytics;True;0;mu;ja;Male;1.0;;500.0;0.0;0.0;8.0;11.0;03:00:00;Laughing a lot Having done a sport
4-4-2023 12:11:49;high school 3rd grade;True;1;mu;ja;Male;1.0;;436.0;0.0;;;;;Saturday Sunday
4-4-2023 12:11:50;cs;True;1;mu;ja;Female;1.0;;250.0;0.0;60.0;20.0;214876378.0;;Good food No shitty people
4-4-2023 12:11:54;ba;True;1;mu;ja;Male;1.0;1999-12-31;350.0;0.0;33.0;5.0;102.0;01:00:00;Good food Hanging with friends
4-4-2023 12:11:55;artificial inteligence;True;1;mu;ja;Male;1.0;1997-10-27;305.0;0.0;17.0;3.0;2323.0;00:40:00;Sunshine Good night sleep
4-4-2023 12:11:55;Artificial Intelligence;True;1;mu;ja;Female;0.0;1999-07-13;312.0;0.0;40.0;5.0;12.0;01:00:00;Sun Coffee
4-4-2023 12:11:56;ai;False;0;mu;nee;Male;0.0;1998-08-08;623.0;0.0;40.0;3.0;2.0;23:20:00;Well rested  Interesting book or podcast 
4-4-2023 12:11:56;bioinformatics and systems biology;True;0;mu;ja;Female;1.0;1993-09-09;500.0;0.0;100.0;3.0;8512.0;01:30:00;Good weather My dog
4-4-2023 12:11:58;Artificial Intelligence;True;1;mu;nee;Other;1.0;2000-06-29;205.0;0.0;20.0;6.0;37.0;;Sex in the morning Pancakes
4-4-2023 12:11:59;business analytics;True;1;mu;ja;Male;1.0;2000-10-26;567.0;0.0;;;;;Sun Freeeeeee
4-4-2023 12:12:00;cs;True;0;mu;ja;Male;1.0;1999-11-22;340.0;0.0;60.0;10.0;42.0;03:00:00;Good food Koen's smile
4-4-2023 12:12:00;ba;True;0;mu;nee;Female;1.0;;500.0;0.0;0.0;3.0;68.0;;Hanging out with friends Working out
4-4-2023 12:12:02;big data engineering;True;0;sigma;ja;Male;1.0;2000-01-24;100.0;0.0;75.0;8.0;24.0;;Winning dota2 rank Winning one on one in basketball 
4-4-2023 12:12:02;ba;True;1;mu;ja;Male;1.0;2000-09-14;421.0;0.0;53.0;8.0;69.0;23:00:00;Playing sports Being with people I like
4-4-2023 12:12:02;master business analytics;True;0;mu;ja;Female;0.0;;200.0;0.0;10.0;5.0;78.5;22:30:00;Sun, alcohol, sex, no study stress or job stress Being on a holiday
4-4-2023 12:12:03;ai;True;unknown;mu;ja;Other;1.0;;;0.0;;7.0;13.0;;Snacks A nice dump (after the snacks)
4-4-2023 12:12:04;computer science;True;1;mu;ja;Male;1.0;2001-12-02;350.0;0.0;20.0;6.0;69420.0;00:00:00;Sex Good weather
4-4-2023 12:12:05;econometrics and datascience;True;1;mu;ja;Male;1.0;2000-09-28;250.0;0.0;80.0;3.0;;02:30:00;Good food Sunshine and no stress
4-4-2023 12:12:05;computational science;True;0;mu;nee;Male;1.0;;201.0;0.0;75.0;0.0;42.0;23:00:00;meeting a new person working-studying efficiently for at least 4 hours 
4-4-2023 12:12:05;ai;True;0;mu;ja;Male;;1999-01-15;200.0;0.0;20.0;6.0;4.0;00:00:00;When Frank Ocean drops a new album. Spending the day with my loved ones.
4-4-2023 12:12:09;computational science;False;0;mu;nee;Male;0.0;;369.0;0.0;10.0;10.0;;;start of weekend activities
4-4-2023 12:12:16;computational science;False;0;mu;nee;Male;1.0;1997-06-11;300.0;0.0;25.0;2.0;3.0;;Meeting friends Nice weather
4-4-2023 12:12:16;finance and technology;True;0;mu;ja;Female;0.0;2000-10-07;428.0;0.0;44.0;7.0;7.0;23:45:00;Good weather Good company 
4-4-2023 12:12:17;cs;True;0;mu;ja;Male;1.0;1999-02-11;280.0;1.0;75.0;3.0;373629566.0;;Food Communication 
4-4-2023 12:12:17;none - phd;True;1;mu;ja;Male;0.0;1997-08-28;300.0;0.0;60.0;4.0;3.0;23:45:00;My code runs without errors before 17:00 Meet some new interesting people
4-4-2023 12:12:18;computer science;False;0;mu;nee;Female;0.0;1997-09-27;;0.0;25.0;;1.0;;Pleasant atmosphere and weather around me Exploring new things 
4-4-2023 12:12:19;business analytics;True;1;mu;ja;Male;1.0;2001-04-28;300.0;0.0;0.0;3.0;7.0;02:00:00;Winning the lottery Watching Samson & Gert
4-4-2023 12:12:20;bioinformatics;True;0;mu;nee;Female;1.0;;;0.0;70.0;1.0;8.0;;good weather  passing exams
4-4-2023 12:12:20;bioinformatics and system biology;True;0;mu;nee;Female;0.0;;350.0;0.0;56.0;2.0;146.0;00:30:00;puppies good food
4-4-2023 12:12:20;ai;True;0;mu;nee;Female;1.0;;200.0;;66.0;4.0;;;Friends Food
4-4-2023 12:12:21;bioinformatics;True;unknown;mu;ja;Male;1.0;1999-06-10;400.0;0.0;69.0;10.0;1234567890.0;01:30:00;Good food Nice weather
4-4-2023 12:12:23;computational science;True;1;mu;ja;Male;1.0;1999-01-22;350.0;0.0;1.0;2.0;51.0;01:00:00;Having drinks with friends Playing padel
4-4-2023 12:12:25;bioinformatics;True;1;mu;ja;Male;0.0;1996-11-18;250.0;0.0;90.0;2.0;7.0;01:00:00;reading bible going to church
4-4-2023 12:12:29;ai;True;1;mu;ja;Female;1.0;1999-07-27;300.0;0.0;50.0;4.0;2.0;01:00:00;Sun Good coffee
4-4-2023 12:12:29;ba;True;1;mu;ja;Male;1.0;2000-11-19;200.0;0.0;99.0;8.0;7.0;00:00:00;Getting a win in warzone Watching Ajax win 
4-4-2023 12:12:31;cs;False;unknown;unknown;nee;Female;0.0;1981-09-17;550.0;0.0;0.0;5.0;2.0;21:30:00;No arguments with anyone When my family is  safe and happy
4-4-2023 12:12:39;econometrics;True;0;mu;ja;Male;1.0;2001-01-01;224.0;0.0;10.0;4.0;-3.14;;A bit of study , a bit of wine , a bit of sex , a bit of tv , sun but not too hot Rainy sunday  , i am inside listening to my playlist on spotify and making a stew.
4-4-2023 12:12:51;ai;False;0;mu;nee;Male;1.0;;200.0;1.0;50.0;2.0;114514.0;11:30:00;video game board game
4-4-2023 12:12:52;bioinformatics and systems biology;True;0;unknown;nee;Other;0.0;1999-10-09;200.0;0.0;20.0;2.0;2020.0;02:30:00;Good grades When figuring out something 
4-4-2023 12:12:52;Artificial Intelligence;True;0;mu;ja;Male;;2000-10-01;180.0;0.0;15.0;0.0;47.0;12:00:00;Mood Fun activities 
4-4-2023 12:12:55;bioinformatics and systems biology;True;0;sigma;nee;Female;1.0;2000-11-19;476.0;0.0;57.0;;9.0;;Sunshine Sex
4-4-2023 12:12:55;Artificial Intelligence;False;0;mu;ja;Male;1.0;1997-01-28;300.0;0.0;60.0;5.0;;12:00:00;Sunny Good food
4-4-2023 12:13:15;bioinformatics and systems biology master;True;unknown;mu;ja;Male;0.0;1999-05-14;400.0;0.0;30.0;2.0;748.0;;Gib vacation pls When I longboard with the bois
4-4-2023 12:13:21;bioinformatics & systems biology;True;0;mu;nee;Female;0.0;;450.0;0.0;28.0;2.0;7.0;23:30:00;Sunshine Love
4-4-2023 12:13:24;bioinformatics and systems biology;True;0;mu;nee;Male;0.0;1994-02-12;198.0;0.0;45.0;0.0;28.0;23:00:00;Friday Saturday
4-4-2023 12:13:28;bioinformatics;True;0;mu;nee;Male;1.0;1996-06-13;400.0;0.0;80.0;8.0;69.0;;Go outisde Friends
4-4-2023 12:13:31;computer science;True;1;sigma;ja;Male;;2000-07-25;200.0;0.0;70.0;10.0;67.0;01:00:00;Good meal. Nice weather.
4-4-2023 12:13:33;exchange;False;0;unknown;ja;Male;0.0;1996-12-13;400.0;0.0;70.0;0.0;13.0;01:09:00;Productive  Successful 
4-4-2023 12:13:42;bioinformatics;True;unknown;mu;nee;Female;0.0;1996-01-01;150.0;0.0;10.0;5.0;18.0;04:00:00;Nice people Educational accomplishments
4-4-2023 12:14:42;ai;True;0;mu;ja;Other;0.0;1996-04-09;;1.0;;;69.0;;never before seen trauma  you :)
4-4-2023 12:16:05;ai;True;0;mu;nee;Male;;1999-05-14;100.0;0.0;50.0;1.0;1.0;;Work Relationships
4-4-2023 12:28:06;econometrics;False;1;mu;ja;Female;0.0;;200.0;1.0;80.0;3.0;10.0;22:00:00;Good meal Sport
